DELIVERY_START'load_forecast'coal_power_available'gas_power_available'nuclear_power_available'wind_power_forecasts_average'solar_power_forecasts_average'wind_power_forecasts_std'solar_power_forecasts_std'season_winter'season_spring'season_summer'season_fall'is_weekend'is_day'fossil_ratio'nuclear_ratio'green_ratio'controlable_ratio
2022-01-01 20:00:00+00:00'52169.0'3386.0'11487.0'44416.0'4897.0'0.0'207.0812508278924'0.0'1'0'0'0'1'1'0.28509267956065865'0.8513868389273324'0.09386800590388929'1.136479518487991
2022-01-01 21:00:00+00:00'52946.0'3386.0'11487.0'44416.0'5070.0'0.0'255.5697696185078'0.0'1'0'0'0'1'0'0.28090885052695197'0.8388924564650776'0.0957579420541684'1.1198013069920296
2022-01-01 22:00:00+00:00'53610.0'3386.0'11487.0'44416.0'5302.0'0.0'329.4531243001206'0.0'1'0'0'0'1'0'0.2774295840328297'0.8285021451221787'0.09889945905614624'1.1059317291550084
2022-01-01 23:00:00+00:00'52698.0'2226.0'11487.0'43501.0'5611.0'0.0'101.46426332470986'0.0'1'0'0'0'1'0'0.26021860412159853'0.8254772477133857'0.10647462901817906'1.0856958518349842
2022-01-02 00:00:00+00:00'50199.0'2226.0'11487.0'43371.0'5881.0'0.0'157.78168088700744'0.0'1'0'0'0'1'0'0.27317277236598336'0.8639813542102432'0.11715372816191558'1.1371541265762266
2022-01-02 01:00:00+00:00'48690.0'2226.0'11487.0'43371.0'6110.0'0.0'85.75653331691946'0.0'1'0'0'0'1'0'0.2816389402341343'0.8907578558225508'0.1254877798315876'1.1723967960566852
2022-01-02 02:00:00+00:00'45866.0'2226.0'11487.0'43501.0'6457.0'0.0'219.43237081040903'0.0'1'0'0'0'1'0'0.2989796363319234'0.9484367505341648'0.1407796624950944'1.2474163868660881
2022-01-02 03:00:00+00:00'44697.0'2226.0'11487.0'44416.0'6856.0'0.0'286.6582306100258'0.0'1'0'0'0'1'0'0.30679911403449894'0.9937132246012037'0.15338837058415553'1.3005123386357027
2022-01-02 04:00:00+00:00'44679.0'3386.0'11487.0'44416.0'7283.0'0.0'312.7309447286109'0.0'1'0'0'0'1'0'0.3328856957407283'0.9941135656572438'0.16300722934712056'1.3269992613979722
2022-01-02 05:00:00+00:00'45234.0'3386.0'11487.0'44416.0'7880.0'0.0'237.51884686142077'0.0'1'0'0'0'1'0'0.3288013441216784'0.9819162576822744'0.17420524384312686'1.3107176018039528
2022-01-02 06:00:00+00:00'46236.0'3386.0'11487.0'44416.0'8351.0'0.0'176.65386561095724'0.0'1'0'0'0'1'0'0.3216757504974479'0.9606367332814257'0.18061683536638118'1.2823124837788735
2022-01-02 07:00:00+00:00'47898.0'3386.0'11487.0'44416.0'8757.0'147.0'119.75514234322912'2.761192316108386'1'0'0'0'1'0'0.31051400893565495'0.9273038540231325'0.18589502693223098'1.2378178629587875
2022-01-02 08:00:00+00:00'50076.0'3386.0'11487.0'44416.0'9113.0'714.0'245.44570636139017'14.951446472966651'1'0'0'0'1'1'0.297008547008547'0.8869718028596534'0.19624171259685277'1.1839803498682004
2022-01-02 09:00:00+00:00'51823.0'3386.0'11487.0'44416.0'9210.0'1620.0'347.26987960525224'29.97035572398528'1'0'0'0'1'1'0.2869961214132721'0.8570711846091503'0.20898056847345772'1.1440673060224225
2022-01-02 10:00:00+00:00'53289.0'3386.0'11487.0'45326.0'9367.0'2523.0'459.3189331531411'42.67233418240866'1'0'0'0'1'1'0.2791007525005161'0.8505695359267391'0.2231229709696185'1.1296702884272551
2022-01-02 11:00:00+00:00'54707.0'3386.0'11487.0'45326.0'9752.0'3055.0'524.4590272288486'40.33701976347167'1'0'0'0'1'1'0.2718664887491546'0.8285228581351564'0.23410166889063558'1.100389346884311
2022-01-02 12:00:00+00:00'52377.0'3386.0'11487.0'45326.0'10222.0'3107.0'503.786632006284'33.2565782966321'1'0'0'0'1'1'0.28396051702082975'0.8653798422971916'0.25448192909101325'1.1493403593180214
2022-01-02 13:00:00+00:00'49488.0'3386.0'11487.0'45326.0'10331.0'2609.0'468.26240129930136'27.84175638663645'1'0'0'0'1'1'0.3005375040413838'0.9158988037504041'0.2614775299062399'1.216436307791788
2022-01-02 14:00:00+00:00'47969.0'3386.0'11487.0'45326.0'10328.0'1656.0'337.11371073905343'19.10497317454281'1'0'0'0'1'1'0.310054410139882'0.9449019158206342'0.2498280139256603'1.254956325960516
2022-01-02 15:00:00+00:00'47677.0'3386.0'11487.0'45326.0'10622.0'661.0'290.38937598083714'12.441864811996624'1'0'0'0'1'1'0.3119533527696793'0.9506890114730373'0.23665499087610378'1.2626423642427167
2022-01-02 16:00:00+00:00'51240.0'3386.0'11487.0'45943.0'11091.0'96.0'264.62132273202093'5.468234386123853'1'0'0'0'1'1'0.2902615144418423'0.896623731459797'0.21832552693208432'1.1868852459016392
2022-01-02 17:00:00+00:00'55291.0'3386.0'11487.0'47773.0'11565.0'0.0'234.30104092337675'0.0'1'0'0'0'1'1'0.26899495397080897'0.864028503734785'0.2091660487240238'1.133023457705594
2022-01-02 18:00:00+00:00'56516.0'3386.0'11487.0'47773.0'11836.0'0.0'199.34827742994295'0.0'1'0'0'0'1'1'0.2631644136173827'0.8453004458914289'0.20942741878406115'1.1084648595088116
2022-01-02 19:00:00+00:00'54750.0'3386.0'11487.0'47773.0'11916.0'0.0'180.70810234731576'0.0'1'0'0'0'1'1'0.27165296803652966'0.8725662100456621'0.21764383561643835'1.1442191780821918
2022-01-02 20:00:00+00:00'52825.0'3386.0'11487.0'47773.0'11897.0'0.0'160.84795887115362'0.0'1'0'0'0'1'1'0.2815522953147184'0.9043634642688121'0.2252153336488405'1.1859157595835306
2022-01-02 21:00:00+00:00'53047.0'3386.0'11487.0'47773.0'11733.0'0.0'165.65376973848717'0.0'1'0'0'0'1'0'0.28037400795520956'0.9005787320677889'0.2211812166569269'1.1809527400229984
2022-01-02 22:00:00+00:00'54006.0'3386.0'11487.0'47773.0'11422.0'0.0'208.52038650285832'0.0'1'0'0'0'1'0'0.2753953264452098'0.8845868977521016'0.21149501907195498'1.1599822241973115
2022-01-02 23:00:00+00:00'52467.0'3386.0'11487.0'47773.0'11056.0'0.0'58.53028376530413'0.0'1'0'0'0'1'0'0.2834734213886824'0.9105342405702632'0.21072293060399871'1.1940076619589457
2022-01-03 00:00:00+00:00'50199.0'3386.0'11487.0'47773.0'10671.0'0.0'53.752671312247536'0.0'1'0'0'0'0'0'0.29628080240642246'0.951672344070599'0.21257395565648718'1.2479531464770215
2022-01-03 01:00:00+00:00'49071.0'3386.0'11487.0'47773.0'10254.0'0.0'31.98575050384327'0.0'1'0'0'0'0'0'0.3030914389354201'0.9735485317193454'0.20896252369016324'1.2766399706547655
2022-01-03 02:00:00+00:00'47199.0'3386.0'11487.0'47773.0'9878.0'0.0'38.57189196387946'0.0'1'0'0'0'0'0'0.31511260831797283'1.0121612746032755'0.20928409500201275'1.3272738829212483
2022-01-03 03:00:00+00:00'46785.0'3386.0'11487.0'47773.0'9593.0'0.0'59.31947954588612'0.0'1'0'0'0'0'0'0.3179010366570482'1.0211178796622848'0.2050443518221652'1.3390189163193331
2022-01-03 04:00:00+00:00'49435.0'3386.0'11487.0'47773.0'9319.0'0.0'102.37870233994258'0.0'1'0'0'0'0'0'0.30085971477697987'0.9663800950743401'0.18851016486295136'1.26723980985132
2022-01-03 05:00:00+00:00'54844.0'3386.0'11487.0'47773.0'9041.0'0.0'148.67749235182234'0.0'1'0'0'0'0'0'0.2711873678068704'0.8710706731821165'0.16484939099992707'1.1422580409889869
2022-01-03 06:00:00+00:00'60014.0'3386.0'11487.0'47773.0'8773.0'0.0'180.0261418925209'0.0'1'0'0'0'0'0'0.24782550738161097'0.7960309261172394'0.14618255740327257'1.0438564334988503
2022-01-03 07:00:00+00:00'62576.0'3386.0'11487.0'47773.0'8537.0'138.0'152.80843661478107'2.2491828581535347'1'0'0'0'0'0'0.23767898235745333'0.76343965737663'0.13863142418818716'1.0011186397340834
2022-01-03 08:00:00+00:00'63406.0'3386.0'11487.0'47773.0'8457.0'699.0'114.7381360720188'4.335972047277435'1'0'0'0'0'1'0.23456770652619627'0.7534460461155096'0.14440273791123867'0.9880137526417059
2022-01-03 09:00:00+00:00'63526.0'3386.0'11487.0'47773.0'8652.0'1650.0'80.74815605252145'11.261595331557867'1'0'0'0'0'1'0.23412461039574348'0.752022793816705'0.16216982023108648'0.9861474042124484
2022-01-03 10:00:00+00:00'63663.0'3386.0'11487.0'47773.0'8945.0'2593.0'68.1753793751174'24.42549027478029'1'0'0'0'0'1'0.2336207844430831'0.7504044735560687'0.18123556854059658'0.9840252579991517
2022-01-03 11:00:00+00:00'63844.0'3386.0'11487.0'47773.0'8958.0'3083.0'91.08367194024288'33.29723535600141'1'0'0'0'0'1'0.23295846124929515'0.7482770503101309'0.18860033832466638'0.9812355115594261
2022-01-03 12:00:00+00:00'62428.0'3386.0'11487.0'47773.0'8667.0'3121.0'112.19060578383474'25.48926468886615'1'0'0'0'0'1'0.2382424553085154'0.765249567501762'0.1888255270071122'1.0034920228102775
2022-01-03 13:00:00+00:00'60522.0'3386.0'11487.0'47773.0'8191.0'2592.0'87.89486069132661'23.65748233832679'1'0'0'0'0'1'0.2457453487987839'0.7893493275172665'0.17816661709791481'1.0350946763160505
2022-01-03 14:00:00+00:00'59603.0'3386.0'11487.0'47773.0'7981.0'1519.0'142.3272776675432'57.09609693940804'1'0'0'0'0'1'0.24953441940841903'0.8015200577152157'0.1593879502709595'1.0510544771236348
2022-01-03 15:00:00+00:00'59171.0'3386.0'11487.0'47773.0'7681.0'580.0'234.50716136220404'25.039191502744515'1'0'0'0'0'1'0.2513562386980108'0.80737185445573'0.13961231008433186'1.0587280931537408
2022-01-03 16:00:00+00:00'62061.0'3386.0'11487.0'47773.0'7494.0'80.0'156.17788748629687'8.188794124066694'1'0'0'0'0'1'0.23965131080710914'0.769774898889802'0.1220412175118029'1.009426209696911
2022-01-03 17:00:00+00:00'65364.0'3386.0'11487.0'47773.0'7290.0'0.0'191.05307789048663'0.0'1'0'0'0'0'1'0.22754115415213266'0.7308763233584236'0.11152928217367358'0.9584174775105563
2022-01-03 18:00:00+00:00'65425.0'3386.0'11487.0'47773.0'7162.0'0.0'306.7378592311589'0.0'1'0'0'0'0'1'0.22732900267481848'0.7301948796331678'0.10946885747038594'0.9575238823079862
2022-01-03 19:00:00+00:00'61584.0'3386.0'11487.0'47773.0'7256.0'0.0'325.54228628356395'0.0'1'0'0'0'0'1'0.24150753442452585'0.7757372044686932'0.11782281111977137'1.017244738893219
2022-01-03 20:00:00+00:00'57651.0'3386.0'11487.0'47773.0'7393.0'0.0'364.9799592236826'0.0'1'0'0'0'0'1'0.25798338276872906'0.8286586529288303'0.12823715113354495'1.0866420356975595
2022-01-03 21:00:00+00:00'57288.0'3386.0'11487.0'47773.0'7440.0'0.0'507.2378132654818'0.0'1'0'0'0'0'0'0.25961807010194105'0.8339093701996928'0.12987012987012986'1.093527440301634
2022-01-03 22:00:00+00:00'57491.0'3386.0'11487.0'47773.0'7444.0'0.0'638.7898100538014'0.0'1'0'0'0'0'0'0.2587013619523056'0.8309648466716529'0.12948113617783652'1.0896662086239586
2022-01-03 23:00:00+00:00'55572.0'3386.0'11487.0'46163.0'7427.0'0.0'211.8337691484389'0.0'1'0'0'0'0'0'0.2676347801050889'0.83068811631757'0.13364644065356654'1.0983228964226588
2022-01-04 00:00:00+00:00'53411.0'3386.0'11487.0'46163.0'7431.0'0.0'178.59653474304062'0.0'1'0'0'0'0'0'0.2784632379097939'0.8642976165958324'0.1391286439123027'1.1427608545056263
2022-01-04 01:00:00+00:00'51981.0'3386.0'11487.0'46163.0'7434.0'0.0'184.25107195438483'0.0'1'0'0'0'0'0'0.2861237759950751'0.8880744887555069'0.1430137935014717'1.174198264750582
2022-01-04 02:00:00+00:00'49879.0'3386.0'11487.0'46163.0'7540.0'0.0'167.70606288805357'0.0'1'0'0'0'0'0'0.29818159947071915'0.9254997092964975'0.1511658212875158'1.2236813087672167
2022-01-04 03:00:00+00:00'49203.0'3386.0'11487.0'46163.0'7630.0'0.0'145.19763407568485'0.0'1'0'0'0'0'0'0.30227831636282343'0.9382151494827551'0.1550718452126903'1.2404934658455786
2022-01-04 04:00:00+00:00'51351.0'3386.0'11487.0'46163.0'7626.0'0.0'214.72879992292545'0.0'1'0'0'0'0'0'0.28963408697006876'0.8989698350567662'0.14850733189227083'1.188603922026835
2022-01-04 05:00:00+00:00'56704.0'3386.0'11487.0'46163.0'7485.0'0.0'304.6394686877473'0.0'1'0'0'0'0'0'0.2622919018058691'0.8141048250564334'0.132001269751693'1.0763967268623025
2022-01-04 06:00:00+00:00'62306.0'3386.0'11487.0'46163.0'7268.0'0.0'441.1901202681474'0.0'1'0'0'0'0'0'0.23870895258883576'0.7409077777421115'0.11665008185407505'0.9796167303309472
2022-01-04 07:00:00+00:00'65033.0'3386.0'11487.0'46163.0'6869.0'143.0'447.80188269344137'2.6623739959137174'1'0'0'0'0'0'0.22869927575231036'0.709839619885289'0.10782218258422648'0.9385388956375994
2022-01-04 08:00:00+00:00'65942.0'3386.0'11487.0'46163.0'6257.0'665.0'330.4908065326698'7.219255298077738'1'0'0'0'0'1'0.22554669254799672'0.7000545934305905'0.10497103515210336'0.9256012859785873
2022-01-04 09:00:00+00:00'65788.0'3386.0'11487.0'46163.0'5813.0'1502.0'235.76753395104973'14.38329186825187'1'0'0'0'0'1'0.22607466407247523'0.7016933179303216'0.11119049066699094'0.9277679820027969
2022-01-04 10:00:00+00:00'66127.0'3386.0'11487.0'46163.0'5642.0'2265.0'94.44902141927528'21.633987421756142'1'0'0'0'0'1'0.22491569253103877'0.6980960878309919'0.11957294297336943'0.9230117803620307
2022-01-04 11:00:00+00:00'66580.0'3386.0'11487.0'46163.0'5734.0'2588.0'60.750453883562095'30.95706493324347'1'0'0'0'0'1'0.22338540102132773'0.693346350255332'0.1249924902373085'0.9167317512766596
2022-01-04 12:00:00+00:00'65183.0'3386.0'11487.0'46163.0'6058.0'2478.0'86.17365428488252'30.54627904342357'1'0'0'0'0'1'0.22817298989000198'0.7082061273644968'0.13095438994829942'0.9363791172544988
2022-01-04 13:00:00+00:00'63295.0'3386.0'11487.0'46163.0'6255.0'1998.0'123.52814502929736'21.36945471394268'1'0'0'0'0'1'0.2349790662769571'0.7293309108144403'0.13038944624377913'0.9643099770913974
2022-01-04 14:00:00+00:00'61798.0'3386.0'11487.0'46163.0'5619.0'1264.0'509.6981228831317'31.09504120115611'1'0'0'0'0'1'0.24067121913330528'0.7469982847341338'0.11137900902941843'0.9876695038674391
2022-01-04 15:00:00+00:00'61859.0'3386.0'11487.0'46163.0'5905.0'473.0'600.5147273923649'12.474609132789398'1'0'0'0'0'1'0.24043388997558965'0.7462616595806593'0.10310544948996912'0.9866955495562489
2022-01-04 16:00:00+00:00'64292.0'3386.0'11487.0'46163.0'6478.0'60.0'480.5437081704275'1.887931596823812'1'0'0'0'0'1'0.23133515834007343'0.7180209046226591'0.10169227897716668'0.9493560629627326
2022-01-04 17:00:00+00:00'67689.0'3386.0'11487.0'46163.0'7458.0'0.0'215.87730720181293'0.0'1'0'0'0'0'1'0.2197255093146597'0.6819867334426568'0.11018038381420911'0.9017122427573165
2022-01-04 18:00:00+00:00'67869.0'3386.0'11487.0'46163.0'8329.0'0.0'398.7778746085481'0.0'1'0'0'0'0'1'0.2191427603176708'0.6801779899512296'0.12272171388999396'0.8993207502689003
2022-01-04 19:00:00+00:00'64161.0'3386.0'11487.0'46163.0'8772.0'0.0'478.7815592862839'0.0'1'0'0'0'0'1'0.23180748429731457'0.7194869157276227'0.1367185673540001'0.9512944000249373
2022-01-04 20:00:00+00:00'60580.0'3386.0'11487.0'46163.0'9197.0'0.0'600.8188627884057'0.0'1'0'0'0'0'1'0.24551006932981181'0.7620171673819742'0.15181578078573787'1.007527236711786
2022-01-04 21:00:00+00:00'61076.0'3386.0'11487.0'46163.0'9479.0'0.0'805.2184859303925'0.0'1'0'0'0'0'0'0.24351627480516078'0.7558288034579868'0.15520007859060841'0.9993450782631476
2022-01-04 22:00:00+00:00'61749.0'3386.0'11487.0'46163.0'9273.0'0.0'818.6641537521091'0.0'1'0'0'0'0'0'0.24086220019757404'0.7475910541061394'0.1501724724287033'0.9884532543037134
2022-01-04 23:00:00+00:00'59369.0'2806.0'11487.0'46548.0'8704.0'0.0'328.55236175039914'0.0'1'0'0'0'0'0'0.24074853879971028'0.7840455456551398'0.14660849938520104'1.0247940844548502
2022-01-05 00:00:00+00:00'57662.0'2806.0'11487.0'46548.0'8068.0'0.0'328.41550305528915'0.0'1'0'0'0'0'0'0.24787555062259373'0.807256078526586'0.13991883736256114'1.0551316291491797
2022-01-05 01:00:00+00:00'56785.0'2806.0'11487.0'46548.0'7609.0'0.0'266.5954883559823'0.0'1'0'0'0'0'0'0.25170379501628953'0.8197235185348244'0.13399665404596284'1.0714273135511139
2022-01-05 02:00:00+00:00'55252.0'2806.0'11487.0'47248.0'7308.0'0.0'173.70861758568392'0.0'1'0'0'0'0'0'0.2586874683269384'0.8551364656483024'0.132266705277637'1.1138239339752407
2022-01-05 03:00:00+00:00'55253.0'2806.0'11487.0'47248.0'7032.0'0.0'108.92701955086766'0.0'1'0'0'0'0'0'0.2586827864550341'0.8551209889055797'0.1272691075597705'1.1138037753606138
2022-01-05 04:00:00+00:00'58037.0'2806.0'11487.0'47248.0'6884.0'0.0'149.04539379586626'0.0'1'0'0'0'0'0'0.24627392870065648'0.8141013491393422'0.11861398762858176'1.0603752778399986
2022-01-05 05:00:00+00:00'63846.0'2806.0'11487.0'47248.0'6653.0'0.0'111.81461153597547'0.0'1'0'0'0'0'0'0.22386680449832408'0.7400306988691538'0.10420386555148325'0.963897503367478
2022-01-05 06:00:00+00:00'69542.0'2806.0'11487.0'47248.0'6396.0'0.0'39.28122587041231'0.0'1'0'0'0'0'0'0.20553047079462772'0.6794167553420954'0.09197319605418308'0.8849472261367232
2022-01-05 07:00:00+00:00'72493.0'2806.0'11487.0'47248.0'6253.0'218.0'62.30457683122163'4.022810775558279'1'0'0'0'0'0'0.19716386409722317'0.651759480225677'0.08926379098671595'0.8489233443229002
2022-01-05 08:00:00+00:00'73286.0'2806.0'11487.0'47248.0'6145.0'1067.0'78.32323672936845'7.047921864945805'1'0'0'0'0'1'0.195030428731272'0.6447070381791884'0.0984089730644325'0.8397374669104604
2022-01-05 09:00:00+00:00'73045.0'2806.0'11487.0'47248.0'5871.0'2391.0'83.59504981122498'6.063121135891776'1'0'0'0'0'1'0.19567389965090012'0.6468341433362995'0.11310835786159217'0.8425080429871997
2022-01-05 10:00:00+00:00'73046.0'2806.0'11487.0'47248.0'5836.0'3638.0'73.39297930841019'12.280490931405732'1'0'0'0'0'1'0.19567122087451744'0.646825288174575'0.12969909372176436'0.8424965090490923
2022-01-05 11:00:00+00:00'73502.0'2806.0'11487.0'47248.0'6472.0'4264.0'93.51973682849275'17.435595774162923'1'0'0'0'0'1'0.19445729367908357'0.6428124404778102'0.14606405267883868'0.8372697341568937
2022-01-05 12:00:00+00:00'72324.0'2806.0'11487.0'47248.0'6973.0'4207.0'129.1137494386934'26.09084180596269'1'0'0'0'0'1'0.19762457828659918'0.6532824511918589'0.15458215806647863'0.8509070294784581
2022-01-05 13:00:00+00:00'70609.0'2806.0'11487.0'47248.0'6737.0'3498.0'151.6940855413794'35.35076336641432'1'0'0'0'0'1'0.20242462009092324'0.6691498250931185'0.14495319293574474'0.8715744451840417
2022-01-05 14:00:00+00:00'69301.0'2806.0'11487.0'47248.0'5386.0'2266.0'241.772151227646'29.949839016977347'1'0'0'0'0'1'0.2062452201266937'0.6817794837015339'0.11041687710134053'0.8880247038282276
2022-01-05 15:00:00+00:00'68649.0'2806.0'11487.0'47248.0'4626.0'974.0'118.57297154002669'19.352371578550425'1'0'0'0'0'1'0.20820405249894391'0.6882547451528791'0.08157438564290813'0.896458797651823
2022-01-05 16:00:00+00:00'72438.0'2806.0'11487.0'47248.0'4362.0'151.0'90.39161298195212'12.42689735122077'1'0'0'0'0'1'0.1973135647036086'0.6522543416438885'0.06230155443275629'0.8495679063474971
2022-01-05 17:00:00+00:00'76514.0'2806.0'11487.0'47248.0'4313.0'0.0'103.27972947780373'0.0'1'0'0'0'0'1'0.18680241524426902'0.6175079070496903'0.056368769114149044'0.8043103222939593
2022-01-05 18:00:00+00:00'77006.0'2806.0'11487.0'47248.0'4341.0'0.0'114.39227804931105'0.0'1'0'0'0'0'1'0.18560891359114876'0.6135625795392566'0.056372230735267384'0.7991714931304055
2022-01-05 19:00:00+00:00'73364.0'2806.0'11487.0'47248.0'4402.0'0.0'106.6802494853292'0.0'1'0'0'0'0'1'0.1948230739872417'0.6440215909710485'0.06000218090616651'0.8388446649582901
2022-01-05 20:00:00+00:00'69634.0'2806.0'11487.0'47248.0'4301.0'0.0'97.9053993755745'0.0'1'0'0'0'0'1'0.20525892523767125'0.6785191142258092'0.061765804061234456'0.8837780394634804
2022-01-05 21:00:00+00:00'69673.0'2806.0'11487.0'47248.0'4105.0'0.0'97.87325022315208'0.0'1'0'0'0'0'0'0.20514402996856745'0.6781393079098073'0.0589180887861869'0.8832833378783747
2022-01-05 22:00:00+00:00'70105.0'2806.0'11487.0'47248.0'3963.0'0.0'83.21686763405296'0.0'1'0'0'0'0'0'0.20387989444404822'0.6739604878396691'0.05652949147707011'0.8778403822837173
2022-01-05 23:00:00+00:00'68658.0'2806.0'11487.0'48508.0'3837.0'0.0'49.08006663785671'0.0'1'0'0'0'0'0'0.20817676017361414'0.7065163564333362'0.055885694310932446'0.9146931166069504
2022-01-06 00:00:00+00:00'66526.0'2806.0'11487.0'48508.0'3611.0'0.0'40.1691277417051'0.0'1'0'0'0'0'0'0.2148483299762499'0.7291585244866668'0.05427952980789466'0.9440068544629168
2022-01-06 01:00:00+00:00'65479.0'2806.0'11487.0'48508.0'3308.0'0.0'21.19601948079091'0.0'1'0'0'0'0'0'0.2182837245529101'0.7408176667328457'0.050520014050306206'0.9591013912857558
2022-01-06 02:00:00+00:00'63592.0'2806.0'11487.0'48508.0'3002.0'0.0'17.36507275061022'0.0'1'0'0'0'0'0'0.22476097622342434'0.7628003522455655'0.047207195873694804'0.9875613284689898
2022-01-06 03:00:00+00:00'63105.0'2806.0'11487.0'48508.0'2722.0'0.0'29.371855275977055'0.0'1'0'0'0'0'0'0.22649552333412568'0.7686871087869424'0.04313445844227874'0.9951826321210681
2022-01-06 04:00:00+00:00'65725.0'2806.0'11487.0'48508.0'2461.0'0.0'70.68028448145267'0.0'1'0'0'0'0'0'0.21746671738303539'0.7380448839863066'0.03744389501711677'0.955511601369342
2022-01-06 05:00:00+00:00'71528.0'2806.0'11487.0'48508.0'2248.0'0.0'72.92419288889485'0.0'1'0'0'0'0'0'0.1998238452074712'0.6781679901577005'0.03142825187339224'0.8779918353651717
2022-01-06 06:00:00+00:00'77109.0'3386.0'11487.0'48508.0'2098.0'0.0'43.09531160524227'0.0'1'0'0'0'0'0'0.19288280226692084'0.6290835051680089'0.027208237689504467'0.8219663074349298
2022-01-06 07:00:00+00:00'79871.0'3386.0'11487.0'48508.0'1999.0'220.0'34.32885940772412'2.6568446566202866'1'0'0'0'0'0'0.18621276808854278'0.6073293185261234'0.027782298957068272'0.7935420866146662
